name,multiverse_id,layout,names,mana_cost,cmc,colors,color_identity,type,supertypes,subtypes,rarity,text,flavor,artist,number,power,toughness,loyalty,variations
Blanchwood Armor,,normal,,{2}{G},3,['G'],['G'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
Enchanted creature gets +1/+1 for each Forest you control.","""Before armor, there was bark. Before blades, there were thorns.""
—Molimo, maro-sorcerer",Paolo Parente,253★,,,,['dd3828b6-8e14-5f19-97f6-7ffdd9ffc91b']
Canopy Spider,135185,normal,,{1}{G},2,['G'],['G'],Creature — Spider,,['Spider'],Common,Reach (This creature can block creatures with flying.),It keeps the upper reaches of the forest free of every menace . . . except for the spider itself.,Christopher Rush,254,1,3,,['68c5cace-080c-55d1-a55a-6c2190479941']
Canopy Spider,,normal,,{1}{G},2,['G'],['G'],Creature — Spider,,['Spider'],Common,Reach (This creature can block creatures with flying.),It keeps the upper reaches of the forest free of every menace . . . except for the spider itself.,Christopher Rush,254★,1,3,,['34f1354b-31a3-5ff2-8ee3-70df534c7b1b']
Civic Wayfinder,130522,normal,,{2}{G},3,['G'],['G'],Creature — Elf Druid Warrior,,"['Elf', 'Druid', 'Warrior']",Common,"When Civic Wayfinder enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.","""These alleys are not safe. Come, I can guide you back to the market square.""",Cyril Van Der Haegen,255,2,2,,
Commune with Nature,130521,normal,,{G},1,['G'],['G'],Sorcery,,,Common,Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,,Lars Grant-West,256,,,,
Craw Wurm,130527,normal,,{4}{G}{G},6,['G'],['G'],Creature — Wurm,,['Wurm'],Common,,The most terrifying thing about the craw wurm is probably the horrible crashing sound it makes as it speeds through the forest. This noise is so loud it echoes through the trees and seems to come from all directions at once.,Richard Sardinha,257,6,4,,
Creeping Mold,129512,normal,,{2}{G}{G},4,['G'],['G'],Sorcery,,,Uncommon,"Destroy target artifact, enchantment, or land.",Mold crept over the walls and into every crevice until the gleaming white stone strained and burst.,Gary Ruddell,258,,,,
Elven Riders,135266,normal,,{3}{G}{G},5,['G'],['G'],Creature — Elf,,['Elf'],Uncommon,Elven Riders can't be blocked except by Walls and/or creatures with flying.,"""Wirewood cannot hide great size. Only with speed and skill can we survive here.""",Darrell Riche,259,3,3,,
Elvish Berserker,129533,normal,,{G},1,['G'],['G'],Creature — Elf Berserker,,"['Elf', 'Berserker']",Common,"Whenever Elvish Berserker becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.",Their fury scatters enemies like a pile of dry leaves.,Paolo Parente,260,1,1,,
Elvish Champion,129534,normal,,{1}{G}{G},3,['G'],['G'],Creature — Elf,,['Elf'],Rare,Other Elf creatures get +1/+1 and have forestwalk. (They can't be blocked as long as defending player controls a Forest.),"""For what are leaves but countless blades
To fight a countless foe on high.""
—Elvish hymn",D. Alexander Gregory,261,2,2,,['8ea7f1a9-a15e-5775-af3e-1a56a1e0b098']
Elvish Champion,,normal,,{1}{G}{G},3,['G'],['G'],Creature — Elf,,['Elf'],Rare,Other Elf creatures get +1/+1 and have forestwalk. (They can't be blocked as long as defending player controls a Forest.),"""For what are leaves but countless blades
To fight a countless foe on high.""
—Elvish hymn",D. Alexander Gregory,261★,2,2,,['85f9f23a-a3ec-527f-aec2-1f0afaba0235']
Elvish Piper,129535,normal,,{3}{G},4,['G'],['G'],Creature — Elf Shaman,,"['Elf', 'Shaman']",Rare,"{G}, {T}: You may put a creature card from your hand onto the battlefield.","From Gaea grew the world, and the world was silent. From Gaea grew the world's elves, and the world was silent no more.
—Elvish teaching",Rebecca Guay,262,1,1,,
Enormous Baloth,135263,normal,,{6}{G},7,['G'],['G'],Creature — Beast,,['Beast'],Uncommon,,"Its diet consists of fruits, plants, small woodland animals, large woodland animals, woodlands, fruit groves, fruit farmers, and small cities.",Mark Tedin,263,7,7,,
Femeref Archers,135186,normal,,{2}{G},3,['G'],['G'],Creature — Human Archer,,"['Human', 'Archer']",Uncommon,{T}: Femeref Archers deals 4 damage to target attacking creature with flying.,"""Bet you can't put it through the eye.""
""Left or right?""",Zoltan Boros & Gabor Szikszai,264,2,2,,
Gaea's Herald,129789,normal,,{1}{G},2,['G'],['G'],Creature — Elf,,['Elf'],Rare,Creature spells can't be countered.,"""Gaea sings with the voice of nature rampant: a thousand howls, chitters, and cries, and none of them can be ignored.""",Jim Murray,265,1,1,,
Giant Growth,129568,normal,,{G},1,['G'],['G'],Instant,,,Common,Target creature gets +3/+3 until end of turn.,,Matt Cavotta,266,,,,
Giant Spider,129570,normal,,{3}{G},4,['G'],['G'],Creature — Spider,,['Spider'],Common,Reach (This creature can block creatures with flying.),"""When I trained under Multani, he bade me sit for hours watching Yavimaya's spiders. From them I learned stealth, patience, and the best way to snare a wind drake.""
—Mirri of the *Weatherlight*",Randy Gallegos,267,2,4,,['e9397b67-e88c-5f8b-9839-b8887bb9c1bf']
Giant Spider,,normal,,{3}{G},4,['G'],['G'],Creature — Spider,,['Spider'],Common,Reach (This creature can block creatures with flying.),"""When I trained under Multani, he bade me sit for hours watching Yavimaya's spiders. From them I learned stealth, patience, and the best way to snare a wind drake.""
—Mirri of the *Weatherlight*",Randy Gallegos,267★,2,4,,['033917bc-01f6-5202-93af-d56bde440b45']
Grizzly Bears,129586,normal,,{1}{G},2,['G'],['G'],Creature — Bear,,['Bear'],Common,,"""We cannot forget that among all of Dominaria's wonders, a system of life exists, with prey and predators that will never fight wars nor vie for ancient power.""
—Jolrael, empress of beasts",D. J. Cleland-Hura,268,2,2,,
Hunted Wumpus,129599,normal,,{3}{G},4,['G'],['G'],Creature — Beast,,['Beast'],Uncommon,"When Hunted Wumpus enters the battlefield, each other player may put a creature card from their hand onto the battlefield.",Just one can feed a dozen people for a month.,Thomas M. Baxa,269,6,6,,
Hurricane,129885,normal,,{X}{G},1,['G'],['G'],Sorcery,,,Rare,Hurricane deals X damage to each creature with flying and each player.,"""Don't envy the grandeur of drakes. Their impression of grace fades when the first gust sends them crashing into one another.""
—Molimo, maro-sorcerer",John Howe,270,,,,
Joiner Adept,130500,normal,,{1}{G},2,['G'],['G'],Creature — Elf Druid,,"['Elf', 'Druid']",Rare,"Lands you control have ""{T}: Add one mana of any color.""",A talented apprentice makes all things. The master makes all things possible.,Heather Hudson,271,2,1,,
Karplusan Strider,129911,normal,,{3}{G},4,['G'],['G'],Creature — Yeti,,['Yeti'],Uncommon,Karplusan Strider can't be the target of blue or black spells.,"The strider's long, loping gait is an adaptation that allows it to move quickly in deep snow.",Dan Murayama Scott,272,3,4,,
Kavu Climber,129511,normal,,{3}{G}{G},5,['G'],['G'],Creature — Kavu,,['Kavu'],Common,"When Kavu Climber enters the battlefield, draw a card.","""There was a crack of branches, a rustle of leaves, then a tremendous roar. Our party had no chance as death descended from above.""
—Taseen, elvish bard",Rob Alexander,273,3,3,,
Llanowar Elves,129626,normal,,{G},1,['G'],['G'],Creature — Elf Druid,,"['Elf', 'Druid']",Common,{T}: Add {G}.,"One bone broken for every twig snapped underfoot.
—Llanowar penalty for trespassing",Kev Walker,274,1,1,,
Llanowar Sentinel,129536,normal,,{2}{G},3,['G'],['G'],Creature — Elf,,['Elf'],Common,"When Llanowar Sentinel enters the battlefield, you may pay {1}{G}. If you do, search your library for a card named Llanowar Sentinel, put that card onto the battlefield, then shuffle.","""The forest has as many eyes as leaves.""
—Mirri of the *Weatherlight*",Randy Gallegos,275,2,3,,
Lure,135226,normal,,{1}{G}{G},3,['G'],['G'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
All creatures able to block enchanted creature do so.",Her true theft was to steal the soldiers away from their posts.,D. Alexander Gregory,276,,,,['7bd0f6ac-3239-57c5-89a1-f2edc86a4be7']
Lure,,normal,,{1}{G}{G},3,['G'],['G'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
All creatures able to block enchanted creature do so.",Her true theft was to steal the soldiers away from their posts.,D. Alexander Gregory,276★,,,,['9ecee142-54dd-5a05-8e0d-702467b0ded5']
Might of Oaks,129642,normal,,{3}{G},4,['G'],['G'],Instant,,,Rare,Target creature gets +7/+7 until end of turn.,"""Guess where I'm gonna plant this!""",Jeremy Jarvis,277,,,,
Might Weaver,130996,normal,,{1}{G},2,['G'],['G'],Creature — Human Wizard,,"['Human', 'Wizard']",Uncommon,{2}: Target red or white creature gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.),"""Let my strength harden your resolve.""",Larry Elmore,278,2,1,,['de602e4a-da36-5b49-a2ed-388bcdbfb54f']
Might Weaver,,normal,,{1}{G},2,['G'],['G'],Creature — Human Wizard,,"['Human', 'Wizard']",Uncommon,{2}: Target red or white creature gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.),"""Let my strength harden your resolve.""",Larry Elmore,278★,2,1,,['126a046f-002e-50d8-ad2b-45973a624639']
"Mirri, Cat Warrior",106405,normal,,{1}{G}{G},3,['G'],['G'],Legendary Creature — Cat Warrior,['Legendary'],"['Cat', 'Warrior']",Rare,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)",,Daren Bader,279,2,3,,['410efb52-131f-5288-8bc5-a9c4a1e7bef9']
"Mirri, Cat Warrior",,normal,,{1}{G}{G},3,['G'],['G'],Legendary Creature — Cat Warrior,['Legendary'],"['Cat', 'Warrior']",Rare,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)","""Full of beauty and grace, with a predator's instincts. . . Although she wanders, I have always thought Mirri belongs in Llanowar most of all.""
—Rofellos, Llanowar emissary",Daren Bader,279★,2,3,,['21edc41a-e830-58d0-80b5-85eabe32d0d7']
"Molimo, Maro-Sorcerer",106368,normal,,{4}{G}{G}{G},7,['G'],['G'],Legendary Creature — Elemental,['Legendary'],['Elemental'],Rare,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Molimo, Maro-Sorcerer's power and toughness are each equal to the number of lands you control.",,Mark Zug,280,*,*,,['7887f1e9-6c2f-5d54-bf8d-8ebbb956fd6b']
"Molimo, Maro-Sorcerer",,normal,,{4}{G}{G}{G},7,['G'],['G'],Legendary Creature — Elemental,['Legendary'],['Elemental'],Rare,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Molimo, Maro-Sorcerer's power and toughness are each equal to the number of lands you control.","""My mind is the spread of the canopy. My heart is the embrace of the roots. I am deathless Llanowar, its fury and its peace.""",Mark Zug,280★,*,*,,['52c9439c-c1b8-565e-bd8f-9e3203d7a051']
Natural Spring,129655,normal,,{3}{G}{G},5,['G'],['G'],Sorcery,,,Common,Target player gains 8 life.,"""Jewels cannot be eaten nor gold drunk. What civilization trades, nature simply provides.""
—Molimo, maro-sorcerer",Jeffrey R. Busch,281,,,,
Naturalize,129656,normal,,{1}{G},2,['G'],['G'],Instant,,,Common,Destroy target artifact or enchantment.,"""Well, it also makes a very nice flower pot. . . .""
—Arcum Dagsson, Soldevi machinist",Tim Hildebrandt,282,,,,
Overgrowth,135282,normal,,{2}{G},3,['G'],['G'],Enchantment — Aura,,['Aura'],Common,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional {G}{G}.",,Ron Spears,283,,,,['f82185b9-c5c6-50f3-a681-0241e7d52503']
Overgrowth,,normal,,{2}{G},3,['G'],['G'],Enchantment — Aura,,['Aura'],Common,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional {G}{G}.","""Let the forest spread! From salt, stone, and fen, let the new trees rise.""
—Molimo, maro-sorcerer",Ron Spears,283★,,,,['f4cf6ecc-c308-5d3f-8358-ab273f375a68']
Overrun,130506,normal,,{2}{G}{G}{G},5,['G'],['G'],Sorcery,,,Uncommon,Creatures you control get +3/+3 and gain trample until end of turn.,,Carl Critchlow,284,,,,['f92a05a7-c0b3-5136-92c2-a8b6b6531bf3']
Overrun,,normal,,{2}{G}{G}{G},5,['G'],['G'],Sorcery,,,Uncommon,Creatures you control get +3/+3 and gain trample until end of turn.,Nature doesn't walk.,Carl Critchlow,284★,,,,['60c34bbe-d318-57e8-9226-c6f4af90c0c4']
Pincher Beetles,130526,normal,,{2}{G},3,['G'],['G'],Creature — Insect,,['Insect'],Common,Shroud (This creature can't be the target of spells or abilities.),"""No fair! Since when does a bug get ta munch on *me*?""
—Squee, goblin cabin hand",Stephen Daniele,285,3,1,,['4e83393d-bb3f-5e39-8730-45202587ad47']
Pincher Beetles,,normal,,{2}{G},3,['G'],['G'],Creature — Insect,,['Insect'],Common,Shroud (This creature can't be the target of spells or abilities.),"""No fair! Since when does a bug get ta munch on *me*?""
—Squee, goblin cabin hand",Stephen Daniele,285★,3,1,,['a840ae9a-5214-52fe-83de-73559845536b']
Primal Rage,136288,normal,,{1}{G},2,['G'],['G'],Enchantment,,,Uncommon,Creatures you control have trample. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.),,Brian Snõddy,286,,,,['93043613-bd0a-5937-a129-3c089a63ca8a']
Primal Rage,,normal,,{1}{G},2,['G'],['G'],Enchantment,,,Uncommon,Creatures you control have trample. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.),Ferocity and cunning accounted for half the victory. Gravity accounted for the rest.,Brian Snõddy,286★,,,,['1ee00edc-c888-5ad2-b591-e1810ca7ce59']
Quirion Dryad,130489,normal,,{1}{G},2,['G'],['G'],Creature — Dryad,,['Dryad'],Rare,"Whenever you cast a spell that's white, blue, black, or red, put a +1/+1 counter on Quirion Dryad.","""Never underestimate the ability of natural forces to adapt to unnatural influences.""
—Molimo, maro-sorcerer",Todd Lockwood,287,1,1,,
Rampant Growth,129690,normal,,{1}{G},2,['G'],['G'],Sorcery,,,Common,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",Nature grows solutions to her problems.,Steven Belledin,288,,,,
Recollect,130507,normal,,{2}{G},3,['G'],['G'],Sorcery,,,Uncommon,Return target card from your graveyard to your hand.,"""The bones of the past will tell their tales—if you know how to speak their language.""
—Savra",Pete Venters,289,,,,
Regeneration,129696,normal,,{1}{G},2,['G'],['G'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
{G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",,Jeremy Jarvis,290,,,,['222c5769-1eff-5539-a79e-33d1db864d6c']
Regeneration,,normal,,{1}{G},2,['G'],['G'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
{G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","""A touch of vine sap in the blood, and the flesh knits as quickly as new roots twining.""
—Freyalise",Jeremy Jarvis,290★,,,,['1fcd5586-bd5b-5fe1-8875-c167a6137d39']
Rhox,106504,normal,,{4}{G}{G},6,['G'],['G'],Creature — Rhino Beast,,"['Rhino', 'Beast']",Rare,"You may have Rhox assign its combat damage as though it weren't blocked.
{2}{G}: Regenerate Rhox. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",,Mark Zug,291,5,5,,['3e72aae2-58f2-5c9f-9450-cbbb7e2c0111']
